country,region,vintage,wsscore,rpscore,wescore,score,status
United States,California/Pinot Noir/Santa Barbara,2006,84,84,90,86,Drink
United States,California/Pinot Noir/Santa Barbara,2005,87,87,95,90,Drink
United States,California/Pinot Noir/Santa Barbara,2004,93,93,93,93,Drink
United States,California/Pinot Noir/Santa Barbara,2003,88,88,94,90,Drink
United States,California/Pinot Noir/Santa Barbara,2002,88,88,94,90,Drink
United States,California/Pinot Noir/Santa Barbara,2001,86,86,92,88,Drink
United States,California/Pinot Noir/Santa Barbara,2000,81,81,89,84,Drink
United States,California/Pinot Noir/Santa Barbara,1999,81,81,90,84,Drink
United States,California/Pinot Noir/Santa Barbara,1998,81,81,84,82,Drink
United States,California/Pinot Noir/Santa Barbara,1997,82,82,95,86,Drink
United States,California/Pinot Noir/Santa Barbara,1996,80,80,89,83,Drink
United States,California/Pinot Noir/Sonoma,2017,89,90,90,90,Drink or hold
United States,California/Pinot Noir/Sonoma,2016,94,91,95,93,Drink or hold
United States,California/Pinot Noir/Sonoma,2015,92,87,92,90,Drink or hold
United States,California/Pinot Noir/Sonoma,2014,92,94,94,93,Drink or hold
United States,California/Pinot Noir/Sonoma,2013,91,90,95,92,Drink or hold
United States,California/Pinot Noir/Sonoma,2012,90,93,95,93,Drink
United States,California/Pinot Noir/Sonoma,2011,87,84,90,87,Drink
United States,California/Pinot Noir/Sonoma,2010,94,91,92,92,Drink
United States,California/Pinot Noir/Sonoma,2009,97,90,91,93,Drink
United States,California/Pinot Noir/Sonoma,2008,89,86,93,89,Drink
United States,California/Pinot Noir/Sonoma,2007,90,90,95,92,Drink
United States,California/Pinot Noir/Sonoma,2006,87,87,87,87,Drink
United States,California/Pinot Noir/Sonoma,2005,88,90,95,91,Drink
United States,California/Pinot Noir/Sonoma,2004,93,89,93,92,Drink
United States,California/Pinot Noir/Sonoma,2003,91,90,89,90,Drink
United States,California/Pinot Noir/Sonoma,2002,88,92,88,89,Drink
United States,California/Pinot Noir/Sonoma,2001,85,92,89,89,Drink
United States,California/Pinot Noir/Sonoma,2000,83,88,87,86,Drink
United States,California/Pinot Noir/Sonoma,1999,86,90,90,89,Drink
United States,California/Pinot Noir/Sonoma,1998,84,89,85,86,Drink
United States,California/Pinot Noir/Sonoma,1997,85,90,90,88,Drink
United States,California/Pinot Noir/Sonoma,1996,88,88,88,88,Past peak
United States,California/Pinot Noir/Sonoma,1995,89,88,89,89,Past peak
United States,California/Zinfandel/Napa,2018,91,90,90,90,Drink or hold
United States,California/Zinfandel/Napa,2017,90,92,89,90,Drink or hold
United States,California/Zinfandel/Napa,2016,92,93,93,93,Drink or hold
United States,California/Zinfandel/Napa,2015,92,90,93,92,Drink or hold
United States,California/Zinfandel/Napa,2014,93,93,93,93,Drink or hold
United States,California/Zinfandel/Napa,2013,91,92,93,92,Drink
United States,California/Zinfandel/Napa,2012,89,92,92,91,Drink
United States,California/Zinfandel/Napa,2011,89,85,89,88,Drink
United States,California/Zinfandel/Napa,2010,88,90,89,89,Drink
United States,California/Zinfandel/Napa,2009,92,86,89,89,Drink
United States,California/Zinfandel/Napa,2008,94,88,89,90,Drink
United States,California/Zinfandel/Napa,2007,92,88,94,91,Drink
United States,California/Zinfandel/Napa,2006,90,86,87,88,Drink
United States,California/Zinfandel/Napa,2005,91,86,87,88,Drink
United States,California/Zinfandel/Napa,2004,85,85,90,87,Drink
United States,California/Zinfandel/Napa,2003,91,93,88,91,Drink
United States,California/Zinfandel/Napa,2002,88,85,86,86,Drink
United States,California/Zinfandel/Napa,2001,90,90,91,90,Drink
United States,California/Zinfandel/Napa,2000,83,80,85,83,Past peak
United States,California/Zinfandel/Sonoma,2018,94,90,92,92,Drink or hold
United States,California/Zinfandel/Sonoma,2017,91,92,89,91,Drink or hold
United States,California/Zinfandel/Sonoma,2016,95,93,93,94,Drink or hold
United States,California/Zinfandel/Sonoma,2015,94,90,93,92,Drink or hold
United States,California/Zinfandel/Sonoma,2014,94,93,93,93,Drink or hold
United States,California/Zinfandel/Sonoma,2013,92,92,93,92,Drink
United States,California/Zinfandel/Sonoma,2012,91,92,92,92,Drink
United States,California/Zinfandel/Sonoma,2011,88,85,89,87,Drink
United States,California/Zinfandel/Sonoma,2010,88,90,89,89,Drink
United States,California/Zinfandel/Sonoma,2009,92,86,89,89,Drink
United States,California/Zinfandel/Sonoma,2008,93,88,88,90,Drink
United States,California/Zinfandel/Sonoma,2007,91,88,93,91,Drink
United States,California/Zinfandel/Sonoma,2006,90,86,86,87,Drink
United States,California/Zinfandel/Sonoma,2005,89,86,9,61,Drink
United States,California/Zinfandel/Sonoma,2004,86,85,90,87,Drink
United States,California/Zinfandel/Sonoma,2003,91,93,89,91,Drink
United States,California/Zinfandel/Sonoma,2002,88,85,88,87,Drink
United States,California/Zinfandel/Sonoma,2001,90,90,91,90,Drink
United States,California/Zinfandel/Sonoma,2000,83,80,86,83,Drink
United States,New York/Finger Lakes,2018,90,88,88,89,Drink or hold
United States,New York/Finger Lakes,2017,90,92,91,91,Drink or hold
United States,New York/Finger Lakes,2016,92,92,90,91,Drink or hold
United States,New York/Finger Lakes,2015,88,88,89,88,Drink or hold
United States,New York/Finger Lakes,2014,90,90,89,90,Drink or hold
United States,New York/Finger Lakes,2013,87,87,88,87,Drink
United States,New York/Finger Lakes,2012,92,92,92,92,Drink or hold
United States,New York/Finger Lakes,2011,85,85,85,85,Drink
United States,New York/Finger Lakes,2010,90,90,91,90,Drink
United States,New York/Finger Lakes,2009,86,86,85,86,Drink
United States,New York/Finger Lakes,2008,89,89,89,89,Drink
United States,New York/Finger Lakes,2007,88,88,89,88,Drink
United States,New York/Finger Lakes,2006,89,82,85,85,Drink or hold
United States,New York/Finger Lakes,2005,92,88,89,90,Drink or hold
United States,Oregon/Pinot Noir,2018,92,92,92,92,Drink or hold
United States,Oregon/Pinot Noir,2017,94,90,93,92,Drink or hold
United States,Oregon/Pinot Noir,2016,97,94,91,94,Drink or hold
United States,Oregon/Pinot Noir,2015,95,93,95,94,Drink or hold
United States,Oregon/Pinot Noir,2014,96,92,93,94,Drink or hold
United States,Oregon/Pinot Noir,2013,90,87,92,90,Drink or hold
United States,Oregon/Pinot Noir,2012,97,92,93,94,Drink
United States,Oregon/Pinot Noir,2011,85,90,91,89,Drink or hold
United States,Oregon/Pinot Noir,2010,94,88,87,90,Drink
United States,Oregon/Pinot Noir,2009,90,86,91,89,Drink
United States,Oregon/Pinot Noir,2008,96,94,92,94,Drink
United States,Oregon/Pinot Noir,2007,84,84,86,85,Past peak
United States,Oregon/Pinot Noir,2006,92,91,94,92,Drink
United States,Oregon/Pinot Noir,2005,93,86,89,89,Drink
United States,Oregon/Pinot Noir,2004,93,88,92,91,Drink
United States,Oregon/Pinot Noir,2003,87,88,86,87,Past peak
United States,Oregon/Pinot Noir,2002,95,92,88,92,Drink
United States,Oregon/Pinot Noir,2001,91,88,89,89,Past peak
United States,Oregon/Pinot Noir,2000,90,88,91,90,Past peak
United States,Oregon/Pinot Noir,1999,93,92,94,93,Drink
United States,Oregon/Pinot Noir,1998,92,89,92,91,Drink
United States,Washington/Merlot Cabernet and Syrah,2018,91,91,92,91,Drink or hold
United States,Washington/Merlot Cabernet and Syrah,2017,90,93,93,92,Drink or hold
United States,Washington/Merlot Cabernet and Syrah,2016,91,90,91,91,Drink or hold
United States,Washington/Merlot Cabernet and Syrah,2015,91,86,95,91,Drink or hold
United States,Washington/Merlot Cabernet and Syrah,2014,92,94,93,93,Drink or hold
United States,Washington/Merlot Cabernet and Syrah,2013,92,92,92,92,Drink or hold
United States,Washington/Merlot Cabernet and Syrah,2012,95,95,93,94,Drink or hold
United States,Washington/Merlot Cabernet and Syrah,2011,89,87,91,89,Drink or hold
United States,Washington/Merlot Cabernet and Syrah,2010,91,92,87,90,Drink
United States,Washington/Merlot Cabernet and Syrah,2009,92,92,91,92,Drink or hold
United States,Washington/Merlot Cabernet and Syrah,2008,95,91,92,93,Drink
United States,Washington/Merlot Cabernet and Syrah,2007,96,95,86,92,Drink
United States,Washington/Merlot Cabernet and Syrah,2006,94,91,94,93,Drink
United States,Washington/Merlot Cabernet and Syrah,2005,93,94,89,92,Drink
United States,Washington/Merlot Cabernet and Syrah,2004,91,90,92,91,Drink
United States,Washington/Merlot Cabernet and Syrah,2003,92,89,86,89,Drink
United States,Washington/Merlot Cabernet and Syrah,2002,90,92,88,90,Drink
United States,Washington/Merlot Cabernet and Syrah,2001,91,92,89,91,Drink
United States,Washington/Merlot Cabernet and Syrah,2000,90,89,91,90,Drink
United States,Washington/Merlot Cabernet and Syrah,1999,90,89,94,91,Drink
United States,Washington/Merlot Cabernet and Syrah,1998,90,90,92,91,Drink
United States,Washington/Merlot Cabernet and Syrah,1997,90,88,84,87,Drink
United States,Washington/Merlot Cabernet and Syrah,1996,90,88,87,88,Drink
United States,Washington/Merlot Cabernet and Syrah,1995,90,87,86,88,Drink
